,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,time_duration,duration_in_minutes,trip_hour,trip_day,trip_day_num
125,2019-03-31 17:17:53,2019-03-31 17:29:00,1,2.07,10.0,2.7,0.0,13.5,yellow,credit card,East Harlem South,Manhattan Valley,Manhattan,Manhattan,0 days 00:11:07,11.116666666666667,17,Sunday,0
126,2019-03-13 08:46:04,2019-03-13 08:58:57,1,1.53,10.0,2.66,0.0,15.96,yellow,credit card,Lincoln Square West,Upper West Side North,Manhattan,Manhattan,0 days 00:12:53,12.883333333333333,8,Wednesday,3
127,2019-03-21 18:44:03,2019-03-21 19:30:50,1,10.21,37.61,0.0,0.0,38.41,yellow,credit card,East Chelsea,Marble Hill,Manhattan,Manhattan,0 days 00:46:47,46.78333333333333,18,Thursday,4
128,2019-03-06 19:29:56,2019-03-06 20:08:36,1,10.8,36.0,11.5,5.76,57.56,yellow,credit card,LaGuardia Airport,Clinton East,Queens,Manhattan,0 days 00:38:40,38.666666666666664,19,Wednesday,3
129,2019-03-17 22:46:35,2019-03-17 23:04:07,1,3.43,14.5,3.66,0.0,21.96,yellow,credit card,Times Sq/Theatre District,East Village,Manhattan,Manhattan,0 days 00:17:32,17.533333333333335,22,Sunday,0
130,2019-03-10 00:20:33,2019-03-10 00:27:13,3,0.57,6.0,0.0,0.0,9.8,yellow,cash,East Village,East Village,Manhattan,Manhattan,0 days 00:06:40,6.666666666666667,0,Sunday,0
131,2019-03-28 18:06:43,2019-03-28 18:11:26,1,0.9,5.5,0.0,0.0,9.8,yellow,cash,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan,0 days 00:04:43,4.716666666666667,18,Thursday,4
132,2019-03-12 13:01:22,2019-03-12 13:04:25,1,0.6,4.0,0.0,0.0,7.3,yellow,cash,Kips Bay,Murray Hill,Manhattan,Manhattan,0 days 00:03:03,3.05,13,Tuesday,2
133,2019-03-28 21:09:58,2019-03-28 21:15:31,1,1.06,6.0,2.94,0.0,12.74,yellow,credit card,East Chelsea,Clinton East,Manhattan,Manhattan,0 days 00:05:33,5.55,21,Thursday,4
134,2019-03-11 10:37:05,2019-03-11 10:50:41,5,1.56,10.0,1.0,0.0,14.3,yellow,credit card,Union Sq,Midtown Center,Manhattan,Manhattan,0 days 00:13:36,13.6,10,Monday,1
135,2019-03-06 18:59:05,2019-03-06 19:11:27,1,0.9,8.5,2.5,0.0,15.3,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan,0 days 00:12:22,12.366666666666667,18,Wednesday,3
136,2019-03-11 11:56:04,2019-03-11 12:06:03,1,1.7,9.0,0.0,0.0,12.3,yellow,cash,Lincoln Square West,Upper West Side North,Manhattan,Manhattan,0 days 00:09:59,9.983333333333333,11,Monday,1
137,2019-03-09 19:07:27,2019-03-09 19:10:45,1,0.55,4.5,1.56,0.0,9.36,yellow,credit card,Yorkville East,Yorkville West,Manhattan,Manhattan,0 days 00:03:18,3.3,19,Saturday,6
138,2019-03-07 19:26:16,2019-03-07 19:44:20,4,3.0,14.0,3.65,0.0,21.95,yellow,credit card,Clinton West,Greenwich Village North,Manhattan,Manhattan,0 days 00:18:04,18.066666666666666,19,Thursday,4
139,2019-03-19 15:08:45,2019-03-19 15:34:24,6,6.4,23.0,5.26,0.0,31.56,yellow,credit card,Yorkville West,Greenwich Village South,Manhattan,Manhattan,0 days 00:25:39,25.65,15,Tuesday,2
140,2019-03-29 08:55:37,2019-03-29 09:13:36,2,4.14,16.0,3.86,0.0,23.16,yellow,credit card,Yorkville East,Kips Bay,Manhattan,Manhattan,0 days 00:17:59,17.983333333333334,8,Friday,5
141,2019-03-31 08:55:25,2019-03-31 09:00:23,1,1.1,6.0,0.0,0.0,9.3,yellow,cash,Clinton East,Central Park,Manhattan,Manhattan,0 days 00:04:58,4.966666666666667,8,Sunday,0
142,2019-03-30 20:45:00,2019-03-30 21:06:11,1,2.61,14.0,2.67,0.0,20.47,yellow,credit card,Sutton Place/Turtle Bay North,Lower East Side,Manhattan,Manhattan,0 days 00:21:11,21.183333333333334,20,Saturday,6
143,2019-03-03 12:37:17,2019-03-03 12:43:53,1,1.18,6.5,0.0,0.0,9.8,yellow,cash,Union Sq,East Village,Manhattan,Manhattan,0 days 00:06:36,6.6,12,Sunday,0
144,2019-03-23 18:35:01,2019-03-23 18:47:39,1,3.2,12.5,2.0,0.0,17.8,yellow,credit card,UN/Turtle Bay South,East Village,Manhattan,Manhattan,0 days 00:12:38,12.633333333333333,18,Saturday,6
145,2019-03-26 23:30:48,2019-03-26 23:40:09,1,2.8,10.5,2.85,0.0,17.15,yellow,credit card,East Chelsea,Lincoln Square West,Manhattan,Manhattan,0 days 00:09:21,9.35,23,Tuesday,2
146,2019-03-11 11:36:07,2019-03-11 11:57:43,2,5.09,19.0,5.58,0.0,27.88,yellow,credit card,Financial District North,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,0 days 00:21:36,21.6,11,Monday,1
147,2019-03-25 15:51:14,2019-03-25 16:01:50,1,1.16,8.0,2.26,0.0,13.56,yellow,credit card,Flatiron,Greenwich Village North,Manhattan,Manhattan,0 days 00:10:36,10.6,15,Monday,1
148,2019-03-27 23:10:02,2019-03-27 23:22:11,3,2.77,11.0,3.7,0.0,18.5,yellow,credit card,East Chelsea,Seaport,Manhattan,Manhattan,0 days 00:12:09,12.15,23,Wednesday,3
149,2019-03-28 07:54:06,2019-03-28 08:01:42,1,1.72,7.5,0.0,0.0,8.3,yellow,cash,Manhattan Valley,East Harlem South,Manhattan,Manhattan,0 days 00:07:36,7.6,7,Thursday,4
150,2019-03-19 06:22:29,2019-03-19 06:37:12,1,3.5,13.5,0.0,0.0,16.8,yellow,cash,Lenox Hill East,Manhattan Valley,Manhattan,Manhattan,0 days 00:14:43,14.716666666666667,6,Tuesday,2
151,2019-03-29 10:25:21,2019-03-29 11:14:27,3,6.71,34.0,7.46,0.0,44.76,yellow,credit card,Times Sq/Theatre District,Williamsburg (North Side),Manhattan,Brooklyn,0 days 00:49:06,49.1,10,Friday,5
152,2019-03-28 05:39:40,2019-03-28 05:47:07,1,2.2,8.5,2.45,0.0,14.75,yellow,credit card,Lenox Hill West,Garment District,Manhattan,Manhattan,0 days 00:07:27,7.45,5,Thursday,4
153,2019-03-13 18:32:01,2019-03-13 18:45:07,1,2.0,10.0,0.0,0.0,14.3,yellow,cash,Clinton East,Gramercy,Manhattan,Manhattan,0 days 00:13:06,13.1,18,Wednesday,3
154,2019-03-05 17:58:42,2019-03-05 18:19:23,2,2.7,14.5,0.0,0.0,18.8,yellow,cash,Murray Hill,Upper East Side North,Manhattan,Manhattan,0 days 00:20:41,20.683333333333334,17,Tuesday,2
155,2019-03-21 22:49:32,2019-03-21 22:55:11,1,1.03,6.0,1.46,0.0,8.76,yellow,credit card,DUMBO/Vinegar Hill,Brooklyn Heights,Brooklyn,Brooklyn,0 days 00:05:39,5.65,22,Thursday,4
156,2019-03-07 19:57:32,2019-03-07 20:10:59,1,0.9,9.5,2.0,0.0,15.8,yellow,credit card,Lenox Hill West,Yorkville East,Manhattan,Manhattan,0 days 00:13:27,13.45,19,Thursday,4
157,2019-03-02 12:25:56,2019-03-02 12:45:44,5,10.18,29.5,0.06,5.76,38.62,yellow,credit card,LaGuardia Airport,Midtown East,Queens,Manhattan,0 days 00:19:48,19.8,12,Saturday,6
158,2019-03-05 15:39:52,2019-03-05 15:44:51,3,0.92,5.5,0.0,0.0,8.8,yellow,cash,Clinton East,Midtown North,Manhattan,Manhattan,0 days 00:04:59,4.983333333333333,15,Tuesday,2
159,2019-03-13 16:40:50,2019-03-13 16:51:55,1,2.0,9.5,1.0,0.0,14.8,yellow,credit card,Central Park,Upper East Side North,Manhattan,Manhattan,0 days 00:11:05,11.083333333333334,16,Wednesday,3
160,2019-03-14 11:36:47,2019-03-14 11:46:26,1,1.43,8.5,2.36,0.0,14.16,yellow,credit card,Central Park,Upper West Side North,Manhattan,Manhattan,0 days 00:09:39,9.65,11,Thursday,4
161,2019-03-22 07:46:43,2019-03-22 07:49:36,3,0.74,4.5,1.95,0.0,9.75,yellow,credit card,Times Sq/Theatre District,Garment District,Manhattan,Manhattan,0 days 00:02:53,2.8833333333333333,7,Friday,5
162,2019-03-06 17:36:48,2019-03-06 18:43:39,2,17.1,52.0,13.1,5.76,78.66,yellow,credit card,Midtown South,JFK Airport,Manhattan,Queens,0 days 01:06:51,66.85,17,Wednesday,3
163,2019-03-08 04:17:26,2019-03-08 04:21:46,1,1.2,5.5,1.0,0.0,10.3,yellow,credit card,Garment District,Garment District,Manhattan,Manhattan,0 days 00:04:20,4.333333333333333,4,Friday,5
164,2019-03-31 15:21:11,2019-03-31 15:37:28,2,1.8,11.0,1.0,0.0,15.3,yellow,credit card,East Village,West Village,Manhattan,Manhattan,0 days 00:16:17,16.283333333333335,15,Sunday,0
165,2019-03-21 21:31:56,2019-03-21 21:49:14,1,2.13,12.0,0.0,0.0,15.8,yellow,cash,Meatpacking/West Village West,East Village,Manhattan,Manhattan,0 days 00:17:18,17.3,21,Thursday,4
166,2019-03-06 12:43:50,2019-03-06 12:59:59,1,1.4,11.0,2.85,0.0,17.15,yellow,credit card,Gramercy,Flatiron,Manhattan,Manhattan,0 days 00:16:09,16.15,12,Wednesday,3
167,2019-03-18 14:30:31,2019-03-18 14:36:40,1,0.6,5.5,0.0,0.0,8.8,yellow,cash,Upper East Side North,Yorkville West,Manhattan,Manhattan,0 days 00:06:09,6.15,14,Monday,1
168,2019-03-28 22:33:16,2019-03-28 22:45:37,2,1.56,9.5,0.0,0.0,13.3,yellow,cash,Midtown Center,Murray Hill,Manhattan,Manhattan,0 days 00:12:21,12.35,22,Thursday,4
169,2019-03-13 12:33:55,2019-03-13 12:40:20,6,0.95,6.0,2.32,0.0,11.62,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan,0 days 00:06:25,6.416666666666667,12,Wednesday,3
170,2019-03-14 04:46:52,2019-03-14 04:49:50,2,0.56,4.0,1.56,0.0,9.36,yellow,credit card,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan,0 days 00:02:58,2.966666666666667,4,Thursday,4
171,2019-03-13 19:21:03,2019-03-13 19:28:35,1,1.0,6.5,0.0,0.0,10.8,yellow,cash,Little Italy/NoLiTa,Greenwich Village North,Manhattan,Manhattan,0 days 00:07:32,7.533333333333333,19,Wednesday,3
172,2019-03-01 11:25:31,2019-03-01 11:34:24,1,1.24,8.0,0.0,0.0,11.3,yellow,cash,Upper West Side South,Upper East Side North,Manhattan,Manhattan,0 days 00:08:53,8.883333333333333,11,Friday,5
173,2019-03-05 22:07:42,2019-03-05 22:18:17,6,2.16,9.5,3.32,0.0,16.62,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan,0 days 00:10:35,10.583333333333334,22,Tuesday,2
174,2019-03-04 20:56:26,2019-03-04 21:13:36,1,9.97,28.5,0.0,0.0,29.8,yellow,credit card,Mott Haven/Port Morris,Riverdale/North Riverdale/Fieldston,Bronx,Bronx,0 days 00:17:10,17.166666666666668,20,Monday,1
175,2019-03-04 20:40:56,2019-03-04 20:44:27,1,1.1,5.5,1.86,0.0,11.16,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan,0 days 00:03:31,3.5166666666666666,20,Monday,1
176,2019-03-05 17:58:10,2019-03-05 18:00:25,1,0.44,3.5,1.11,0.0,8.91,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan,0 days 00:02:15,2.25,17,Tuesday,2
177,2019-03-29 19:21:12,2019-03-29 19:35:34,1,5.19,17.5,4.0,0.0,25.8,yellow,credit card,Financial District North,Murray Hill,Manhattan,Manhattan,0 days 00:14:22,14.366666666666667,19,Friday,5
178,2019-03-16 17:27:17,2019-03-16 17:41:03,0,3.5,14.5,0.0,0.0,15.3,yellow,cash,Manhattan Valley,Washington Heights South,Manhattan,Manhattan,0 days 00:13:46,13.766666666666667,17,Saturday,6
179,2019-03-01 10:25:50,2019-03-01 10:32:29,1,0.84,6.0,0.0,0.0,9.3,yellow,cash,Upper West Side South,Lincoln Square West,Manhattan,Manhattan,0 days 00:06:39,6.65,10,Friday,5
180,2019-03-08 00:51:39,2019-03-08 00:56:54,5,0.93,5.5,1.86,0.0,11.16,yellow,credit card,East Village,Lower East Side,Manhattan,Manhattan,0 days 00:05:15,5.25,0,Friday,5
181,2019-03-15 09:20:34,2019-03-15 09:27:03,2,0.71,6.0,0.0,0.0,9.3,yellow,cash,Midtown East,Murray Hill,Manhattan,Manhattan,0 days 00:06:29,6.483333333333333,9,Friday,5
182,2019-03-07 00:09:28,2019-03-07 00:38:46,1,6.08,24.0,0.0,0.0,27.8,yellow,cash,Midtown South,Steinway,Manhattan,Queens,0 days 00:29:18,29.3,0,Thursday,4
183,2019-03-11 20:45:26,2019-03-11 20:50:27,1,1.09,6.0,1.96,0.0,11.76,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan,0 days 00:05:01,5.016666666666667,20,Monday,1
184,2019-03-26 12:52:27,2019-03-26 13:07:01,1,1.9,10.5,0.0,0.0,13.8,yellow,cash,Sutton Place/Turtle Bay North,Midtown South,Manhattan,Manhattan,0 days 00:14:34,14.566666666666666,12,Tuesday,2
185,2019-03-13 08:34:03,2019-03-13 08:51:10,1,1.8,11.5,0.0,0.0,14.8,yellow,cash,Penn Station/Madison Sq West,Lincoln Square West,Manhattan,Manhattan,0 days 00:17:07,17.116666666666667,8,Wednesday,3
186,2019-03-14 19:38:22,2019-03-14 19:43:09,1,1.5,6.5,2.7,0.0,13.5,yellow,credit card,Midtown East,Yorkville West,Manhattan,Manhattan,0 days 00:04:47,4.783333333333333,19,Thursday,4
187,2019-03-17 00:48:21,2019-03-17 00:59:36,2,2.17,10.0,0.0,0.0,13.8,yellow,cash,Little Italy/NoLiTa,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,0 days 00:11:15,11.25,0,Sunday,0
188,2019-03-26 15:06:47,2019-03-26 15:59:52,1,18.41,52.0,0.02,5.76,61.08,yellow,credit card,JFK Airport,Midtown Center,Queens,Manhattan,0 days 00:53:05,53.083333333333336,15,Tuesday,2
189,2019-03-17 00:50:05,2019-03-17 01:01:47,4,2.0,10.0,2.75,0.0,16.55,yellow,credit card,East Village,East Chelsea,Manhattan,Manhattan,0 days 00:11:42,11.7,0,Sunday,0
190,2019-03-30 09:39:06,2019-03-30 09:45:23,1,1.2,6.5,1.95,0.0,11.75,yellow,credit card,Hudson Sq,Greenwich Village North,Manhattan,Manhattan,0 days 00:06:17,6.283333333333333,9,Saturday,6
191,2019-03-31 14:28:46,2019-03-31 14:34:24,1,1.46,6.5,1.96,0.0,11.76,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan,0 days 00:05:38,5.633333333333334,14,Sunday,0
192,2019-03-19 09:28:34,2019-03-19 10:01:34,1,14.1,39.5,6.0,0.0,46.3,yellow,credit card,JFK Airport,Astoria,Queens,Queens,0 days 00:33:00,33.0,9,Tuesday,2
193,2019-03-18 21:28:55,2019-03-18 21:52:22,1,14.3,40.0,0.0,0.0,41.3,yellow,cash,JFK Airport,Sheepshead Bay,Queens,Brooklyn,0 days 00:23:27,23.45,21,Monday,1
194,2019-03-10 06:32:41,2019-03-10 06:36:23,1,0.66,4.5,0.0,0.0,7.8,yellow,cash,Garment District,Murray Hill,Manhattan,Manhattan,0 days 00:03:42,3.7,6,Sunday,0
195,2019-03-20 18:51:16,2019-03-20 19:03:10,1,3.13,11.5,3.16,0.0,18.96,yellow,credit card,Lenox Hill East,East Harlem South,Manhattan,Manhattan,0 days 00:11:54,11.9,18,Wednesday,3
196,2019-03-12 14:39:59,2019-03-12 15:06:34,1,6.5,23.5,0.0,5.76,32.56,yellow,cash,Times Sq/Theatre District,Williamsburg (North Side),Manhattan,Brooklyn,0 days 00:26:35,26.583333333333332,14,Tuesday,2
197,2019-03-19 14:05:07,2019-03-19 14:11:25,1,1.3,6.5,2.45,0.0,12.25,yellow,credit card,Penn Station/Madison Sq West,Clinton West,Manhattan,Manhattan,0 days 00:06:18,6.3,14,Tuesday,2
198,2019-03-19 16:13:05,2019-03-19 16:14:39,1,0.2,3.0,0.0,0.0,7.3,yellow,cash,Greenwich Village North,Greenwich Village North,Manhattan,Manhattan,0 days 00:01:34,1.5666666666666667,16,Tuesday,2
199,2019-03-16 13:18:43,2019-03-16 13:33:44,1,1.8,11.0,0.0,0.0,14.3,yellow,cash,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:15:01,15.016666666666667,13,Saturday,6
200,2019-03-14 07:59:57,2019-03-14 08:09:42,1,1.4,8.5,2.35,0.0,14.15,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan,0 days 00:09:45,9.75,7,Thursday,4
201,2019-03-31 14:28:05,2019-03-31 14:41:07,1,1.1,9.0,0.0,0.0,12.3,yellow,cash,Sutton Place/Turtle Bay North,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:13:02,13.033333333333333,14,Sunday,0
202,2019-03-15 21:25:04,2019-03-15 21:31:55,1,0.88,6.0,0.0,0.0,9.8,yellow,cash,Upper East Side South,Midtown Center,Manhattan,Manhattan,0 days 00:06:51,6.85,21,Friday,5
203,2019-03-02 22:42:20,2019-03-02 22:56:52,1,2.3,11.5,3.8,0.0,19.1,yellow,credit card,Times Sq/Theatre District,Upper West Side South,Manhattan,Manhattan,0 days 00:14:32,14.533333333333333,22,Saturday,6
204,2019-03-25 18:47:22,2019-03-25 18:57:06,3,1.21,7.5,0.0,0.0,11.8,yellow,cash,Clinton West,Clinton East,Manhattan,Manhattan,0 days 00:09:44,9.733333333333333,18,Monday,1
205,2019-03-15 14:19:05,2019-03-15 14:20:39,5,0.47,3.5,0.0,0.0,6.8,yellow,credit card,Lenox Hill West,Yorkville West,Manhattan,Manhattan,0 days 00:01:34,1.5666666666666667,14,Friday,5
206,2019-03-06 09:48:13,2019-03-06 09:58:40,1,1.6,8.5,2.35,0.0,14.15,yellow,credit card,Little Italy/NoLiTa,Flatiron,Manhattan,Manhattan,0 days 00:10:27,10.45,9,Wednesday,3
207,2019-03-08 18:04:40,2019-03-08 18:11:10,1,1.5,7.0,4.0,0.0,15.3,yellow,credit card,Manhattan Valley,Lincoln Square East,Manhattan,Manhattan,0 days 00:06:30,6.5,18,Friday,5
208,2019-03-07 17:15:41,2019-03-07 17:18:41,1,0.4,4.5,0.0,0.0,8.8,yellow,cash,Upper West Side South,Upper West Side North,Manhattan,Manhattan,0 days 00:03:00,3.0,17,Thursday,4
209,2019-03-30 23:38:33,2019-03-30 23:48:10,1,1.1,7.5,1.0,0.0,12.3,yellow,credit card,SoHo,Lower East Side,Manhattan,Manhattan,0 days 00:09:37,9.616666666666667,23,Saturday,6
210,2019-03-13 07:15:24,2019-03-13 07:25:50,1,2.27,9.5,0.0,0.0,12.8,yellow,cash,Gramercy,Midtown Center,Manhattan,Manhattan,0 days 00:10:26,10.433333333333334,7,Wednesday,3
211,2019-03-30 23:53:24,2019-03-30 23:56:29,1,0.6,4.5,0.0,0.0,8.3,yellow,credit card,Greenwich Village South,Greenwich Village North,Manhattan,Manhattan,0 days 00:03:05,3.0833333333333335,23,Saturday,6
212,2019-03-25 21:36:30,2019-03-25 21:44:52,1,0.9,7.0,2.16,0.0,12.96,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan,0 days 00:08:22,8.366666666666667,21,Monday,1
213,2019-03-30 11:31:52,2019-03-30 11:35:10,1,0.3,4.0,3.0,0.0,10.3,yellow,credit card,Greenwich Village South,East Village,Manhattan,Manhattan,0 days 00:03:18,3.3,11,Saturday,6
214,2019-03-22 22:40:19,2019-03-22 22:55:26,1,2.75,12.5,0.0,0.0,13.8,yellow,cash,Stuyvesant Heights,Crown Heights North,Brooklyn,Brooklyn,0 days 00:15:07,15.116666666666667,22,Friday,5
215,2019-03-10 10:32:26,2019-03-10 10:35:20,1,0.6,4.5,1.06,0.0,6.36,yellow,credit card,Morningside Heights,Manhattan Valley,Manhattan,Manhattan,0 days 00:02:54,2.9,10,Sunday,0
216,2019-03-05 22:00:00,2019-03-05 22:17:27,2,3.6,14.5,3.65,0.0,21.95,yellow,credit card,Sutton Place/Turtle Bay North,TriBeCa/Civic Center,Manhattan,Manhattan,0 days 00:17:27,17.45,22,Tuesday,2
217,2019-03-15 22:59:38,2019-03-15 23:04:56,6,1.16,6.0,0.0,0.0,9.8,yellow,cash,Upper West Side South,Upper West Side North,Manhattan,Manhattan,0 days 00:05:18,5.3,22,Friday,5
218,2019-03-20 11:15:24,2019-03-20 11:59:38,1,15.01,46.5,0.0,5.76,53.06,yellow,credit card,Lenox Hill East,Midwood,Manhattan,Brooklyn,0 days 00:44:14,44.233333333333334,11,Wednesday,3
219,2019-03-08 18:08:03,2019-03-08 18:15:42,1,1.4,7.0,2.25,0.0,13.55,yellow,credit card,Kips Bay,Alphabet City,Manhattan,Manhattan,0 days 00:07:39,7.65,18,Friday,5
220,2019-03-20 22:27:45,2019-03-20 22:49:14,2,3.69,16.0,0.0,0.0,19.8,yellow,cash,Lower East Side,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:21:29,21.483333333333334,22,Wednesday,3
221,2019-03-14 12:43:06,2019-03-14 13:06:58,1,8.81,27.5,7.31,5.76,43.87,yellow,credit card,LaGuardia Airport,Lenox Hill East,Queens,Manhattan,0 days 00:23:52,23.866666666666667,12,Thursday,4
222,2019-03-22 21:39:15,2019-03-22 21:45:25,1,0.84,6.0,2.0,0.0,11.8,yellow,credit card,Upper East Side South,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:06:10,6.166666666666667,21,Friday,5
223,2019-03-13 21:57:25,2019-03-13 22:15:34,1,9.61,27.5,5.56,5.76,42.62,yellow,credit card,LaGuardia Airport,Lenox Hill East,Queens,Manhattan,0 days 00:18:09,18.15,21,Wednesday,3
224,2019-03-19 23:41:10,2019-03-19 23:43:55,1,0.4,4.0,0.0,0.0,7.8,yellow,cash,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,0 days 00:02:45,2.75,23,Tuesday,2
225,2019-03-22 15:36:34,2019-03-22 16:34:48,2,12.07,48.5,11.51,5.76,69.07,yellow,credit card,Manhattan Valley,Boerum Hill,Manhattan,Brooklyn,0 days 00:58:14,58.233333333333334,15,Friday,5
226,2019-03-01 20:28:26,2019-03-01 20:36:21,1,1.31,7.5,0.0,0.0,11.3,yellow,cash,Garment District,Midtown East,Manhattan,Manhattan,0 days 00:07:55,7.916666666666667,20,Friday,5
227,2019-03-14 14:28:42,2019-03-14 14:56:54,1,3.79,19.5,4.56,0.0,29.31,yellow,credit card,Midtown Center,Lenox Hill East,Manhattan,Manhattan,0 days 00:28:12,28.2,14,Thursday,4
228,2019-03-03 21:02:46,2019-03-03 21:22:46,1,9.9,28.0,7.51,5.76,45.07,yellow,credit card,LaGuardia Airport,Upper East Side South,Queens,Manhattan,0 days 00:20:00,20.0,21,Sunday,0
229,2019-03-19 23:32:01,2019-03-19 23:40:05,1,1.86,8.0,2.36,0.0,14.16,yellow,credit card,Times Sq/Theatre District,Union Sq,Manhattan,Manhattan,0 days 00:08:04,8.066666666666666,23,Tuesday,2
230,2019-03-17 02:22:11,2019-03-17 02:31:02,2,0.66,7.0,1.94,0.0,12.74,yellow,credit card,East Village,East Village,Manhattan,Manhattan,0 days 00:08:51,8.85,2,Sunday,0
231,2019-03-04 15:30:13,2019-03-04 15:41:03,1,0.62,7.5,2.16,0.0,12.96,yellow,credit card,Midtown Center,Midtown Center,Manhattan,Manhattan,0 days 00:10:50,10.833333333333334,15,Monday,1
232,2019-03-14 11:45:08,2019-03-14 11:48:55,1,0.7,4.5,0.0,0.0,7.8,yellow,cash,Yorkville West,Yorkville West,Manhattan,Manhattan,0 days 00:03:47,3.783333333333333,11,Thursday,4
233,2019-03-07 23:46:25,2019-03-07 23:51:55,1,1.09,6.0,1.96,0.0,11.76,yellow,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan,0 days 00:05:30,5.5,23,Thursday,4
234,2019-03-06 21:56:51,2019-03-06 22:03:35,1,1.1,6.5,1.54,0.0,11.84,yellow,credit card,Gramercy,West Village,Manhattan,Manhattan,0 days 00:06:44,6.733333333333333,21,Wednesday,3
235,2019-03-20 23:19:55,2019-03-20 23:46:00,1,4.82,19.5,4.66,0.0,27.96,yellow,credit card,Union Sq,Financial District South,Manhattan,Manhattan,0 days 00:26:05,26.083333333333332,23,Wednesday,3
236,2019-03-15 19:33:40,2019-03-15 19:54:59,1,3.3,15.5,2.96,0.0,22.76,yellow,credit card,Upper East Side South,Gramercy,Manhattan,Manhattan,0 days 00:21:19,21.316666666666666,19,Friday,5
237,2019-03-26 12:11:08,2019-03-26 12:23:55,1,1.0,8.5,0.0,0.0,11.8,yellow,cash,Clinton East,Garment District,Manhattan,Manhattan,0 days 00:12:47,12.783333333333333,12,Tuesday,2
238,2019-03-09 01:49:19,2019-03-09 01:54:17,1,1.5,6.5,2.55,0.0,12.85,yellow,credit card,SoHo,Flatiron,Manhattan,Manhattan,0 days 00:04:58,4.966666666666667,1,Saturday,6
239,2019-03-14 08:51:47,2019-03-14 09:00:44,2,1.0,7.5,2.15,0.0,12.95,yellow,credit card,Midtown South,Midtown North,Manhattan,Manhattan,0 days 00:08:57,8.95,8,Thursday,4
240,2019-03-20 20:17:19,2019-03-20 20:46:58,1,10.1,32.0,5.5,5.76,47.06,yellow,credit card,LaGuardia Airport,Times Sq/Theatre District,Queens,Manhattan,0 days 00:29:39,29.65,20,Wednesday,3
241,2019-03-29 13:30:12,2019-03-29 13:36:35,1,1.23,6.5,2.45,0.0,12.25,yellow,credit card,Manhattan Valley,Upper West Side North,Manhattan,Manhattan,0 days 00:06:23,6.383333333333334,13,Friday,5
242,2019-03-10 12:44:26,2019-03-10 12:48:27,4,1.1,5.5,0.44,0.0,9.24,yellow,credit card,Lenox Hill West,Yorkville East,Manhattan,Manhattan,0 days 00:04:01,4.016666666666667,12,Sunday,0
243,2019-03-01 12:14:41,2019-03-01 12:18:39,2,0.5,4.5,1.05,0.0,6.35,yellow,credit card,East Harlem North,East Harlem North,Manhattan,Manhattan,0 days 00:03:58,3.966666666666667,12,Friday,5
244,2019-03-22 10:35:22,2019-03-22 10:41:18,1,0.75,5.5,1.5,0.0,10.3,yellow,credit card,Lincoln Square East,Midtown North,Manhattan,Manhattan,0 days 00:05:56,5.933333333333334,10,Friday,5
245,2019-03-31 18:09:31,2019-03-31 18:25:30,1,2.62,12.0,3.06,0.0,18.36,yellow,credit card,Midtown Center,East Village,Manhattan,Manhattan,0 days 00:15:59,15.983333333333333,18,Sunday,0
246,2019-03-14 19:36:16,2019-03-14 19:52:41,1,1.65,11.5,3.95,0.0,19.75,yellow,credit card,UN/Turtle Bay South,Penn Station/Madison Sq West,Manhattan,Manhattan,0 days 00:16:25,16.416666666666668,19,Thursday,4
247,2019-03-07 18:49:41,2019-03-07 19:07:05,1,2.75,13.0,3.46,0.0,20.76,yellow,credit card,Yorkville West,Lincoln Square East,Manhattan,Manhattan,0 days 00:17:24,17.4,18,Thursday,4
248,2019-03-02 23:13:33,2019-03-02 23:28:52,1,2.32,12.0,0.0,0.0,15.8,yellow,cash,Little Italy/NoLiTa,Midtown South,Manhattan,Manhattan,0 days 00:15:19,15.316666666666666,23,Saturday,6
